EXCEL.EXE READ_WRITE 394C85FE.XLS:ZONE.IDENTIFIER:$DATA READ_WRITE EXCEL.EXE PROC_CREATE OUTLOOK.EXE READ_WRITE  172.16.57.133:143
EXCEL.EXE PROC_CREATE EXCEL.EXE READ_WRITE HTTPS0_172 16 157 129 .XLS READ_WRITE OUTLOOK.EXE READ_WRITE  172.16.57.133:143
EXCEL.EXE READ_WRITE 394C85FE.XLS:ZONE.IDENTIFIER:$DATA READ_WRITE EXCEL.EXE READ_WRITE HTTPS0_172 16 157 129 .XLS READ_WRITE OUTLOOK.EXE READ_WRITE  172.16.57.133:143
MSO4C91.TMP READ_WRITE EXCEL.EXE PROC_CREATE EXCEL.EXE PROC_CREATE OUTLOOK.EXE READ_WRITE  172.16.57.133:143
MSO4C91.TMP READ_WRITE EXCEL.EXE READ_WRITE 394C85FE.XLS:ZONE.IDENTIFIER:$DATA READ_WRITE EXCEL.EXE PROC_CREATE OUTLOOK.EXE READ_WRITE  172.16.57.133:143
MSO4C91.TMP READ_WRITE EXCEL.EXE PROC_CREATE EXCEL.EXE READ_WRITE HTTPS0_172 16 157 129 .XLS READ_WRITE OUTLOOK.EXE READ_WRITE  172.16.57.133:143
MSO4C91.TMP READ_WRITE EXCEL.EXE READ_WRITE 394C85FE.XLS:ZONE.IDENTIFIER:$DATA READ_WRITE EXCEL.EXE READ_WRITE HTTPS0_172 16 157 129 .XLS READ_WRITE OUTLOOK.EXE READ_WRITE  172.16.57.133:143
JAVA.EXE FILE_EXEC JAVA.EXE READ_WRITE EXCEL.EXE PROC_CREATE OUTLOOK.EXE READ_WRITE  172.16.57.133:143
JAVA.EXE FILE_EXEC JAVA.EXE READ_WRITE EXCEL.EXE READ_WRITE HTTPS0_172 16 157 129 .XLS READ_WRITE OUTLOOK.EXE READ_WRITE  172.16.57.133:143
NOTEPAD.EXE PROC_CREATE JAVA.EXE PROC_CREATE EXCEL.EXE PROC_CREATE OUTLOOK.EXE READ_WRITE  172.16.57.133:143
NOTEPAD.EXE PROC_CREATE JAVA.EXE PROC_CREATE EXCEL.EXE READ_WRITE HTTPS0_172 16 157 129 .XLS READ_WRITE OUTLOOK.EXE READ_WRITE  172.16.57.133:143
NOTEPAD.EXE PROC_CREATE JAVA.EXE FILE_EXEC JAVA.EXE READ_WRITE EXCEL.EXE READ_WRITE HTTPS0_172 16 157 129 .XLS READ_WRITE OUTLOOK.EXE READ_WRITE  172.16.57.133:143
NOTEPAD.EXE PROC_CREATE JAVA.EXE FILE_EXEC JAVA.EXE READ_WRITE EXCEL.EXE PROC_CREATE OUTLOOK.EXE READ_WRITE  172.16.57.133:143
172.16.57.134:1433 READ_WRITE NOTEPAD.EXE READ_WRITE  172.16.157.129:443
172.16.57.132:445 READ_WRITE NOTEPAD.EXE READ_WRITE  8.250.197.254:80
172.16.57.132:445 READ_WRITE NOTEPAD.EXE READ_WRITE  172.16.157.129:443
172.16.57.132:445 READ_WRITE NOTEPAD.EXE PROC_CREATE JAVA.EXE READ_WRITE  172.16.157.129:443
172.16.57.132:445 READ_WRITE NOTEPAD.EXE PROC_CREATE JAVA.EXE READ_WRITE  8.250.197.254:80
172.16.57.176:1434 READ_WRITE NOTEPAD.EXE READ_WRITE  172.16.57.132:445
172.16.57.200:1434 READ_WRITE NOTEPAD.EXE READ_WRITE  172.16.57.132:445
172.16.57.199:1434 READ_WRITE NOTEPAD.EXE READ_WRITE  172.16.57.132:445
172.16.57.148:1434 READ_WRITE NOTEPAD.EXE READ_WRITE  172.16.57.132:445
172.16.57.235:1434 READ_WRITE NOTEPAD.EXE READ_WRITE  172.16.57.132:445
172.16.57.145:1434 READ_WRITE NOTEPAD.EXE READ_WRITE  172.16.57.132:445
172.16.57.153:1434 READ_WRITE NOTEPAD.EXE READ_WRITE  172.16.57.132:445
172.16.57.109:1434 READ_WRITE NOTEPAD.EXE READ_WRITE  172.16.57.132:445
172.16.57.229:1434 READ_WRITE NOTEPAD.EXE READ_WRITE  172.16.57.132:445
172.16.57.132:445 READ_WRITE NOTEPAD.EXE PROC_CREATE JAVA.EXE FILE_EXEC JAVA.EXE READ_WRITE EXCEL.EXE READ_WRITE HTTPS0_172 16 157 129 .XLS READ_WRITE OUTLOOK.EXE READ_WRITE  172.16.57.133:143
172.16.57.132:445 READ_WRITE NOTEPAD.EXE PROC_CREATE JAVA.EXE FILE_EXEC JAVA.EXE READ_WRITE EXCEL.EXE PROC_CREATE OUTLOOK.EXE READ_WRITE  172.16.57.133:143
172.16.57.132:445 READ_WRITE NOTEPAD.EXE PROC_CREATE JAVA.EXE PROC_CREATE EXCEL.EXE READ_WRITE HTTPS0_172 16 157 129 .XLS READ_WRITE OUTLOOK.EXE READ_WRITE  172.16.57.133:143
172.16.57.132:445 READ_WRITE NOTEPAD.EXE PROC_CREATE JAVA.EXE PROC_CREATE EXCEL.EXE PROC_CREATE OUTLOOK.EXE READ_WRITE  172.16.57.133:143
SVCHOST.EXE READ_WRITE JAVA.EXE READ_WRITE EXCEL.EXE PROC_CREATE OUTLOOK.EXE READ_WRITE  172.16.57.133:143
SEARCHPROTOCOLHOST.EXE FILE_EXEC JAVA.EXE READ_WRITE EXCEL.EXE PROC_CREATE OUTLOOK.EXE READ_WRITE  172.16.57.133:143
172.16.157.129:443 READ_WRITE JAVA.EXE PROC_CREATE EXCEL.EXE PROC_CREATE OUTLOOK.EXE READ_WRITE  172.16.57.133:143
8.250.197.254:80 READ_WRITE JAVA.EXE PROC_CREATE EXCEL.EXE PROC_CREATE OUTLOOK.EXE READ_WRITE  172.16.57.133:143
172.16.57.82:1434 READ_WRITE NOTEPAD.EXE PROC_CREATE JAVA.EXE FILE_EXEC JAVA.EXE READ_WRITE EXCEL.EXE PROC_CREATE OUTLOOK.EXE READ_WRITE  172.16.57.133:143
172.16.57.82:1434 READ_WRITE NOTEPAD.EXE PROC_CREATE JAVA.EXE PROC_CREATE EXCEL.EXE PROC_CREATE OUTLOOK.EXE READ_WRITE  172.16.57.133:143
172.16.57.122:1434 READ_WRITE NOTEPAD.EXE PROC_CREATE JAVA.EXE FILE_EXEC JAVA.EXE READ_WRITE EXCEL.EXE PROC_CREATE OUTLOOK.EXE READ_WRITE  172.16.57.133:143
172.16.57.122:1434 READ_WRITE NOTEPAD.EXE PROC_CREATE JAVA.EXE PROC_CREATE EXCEL.EXE PROC_CREATE OUTLOOK.EXE READ_WRITE  172.16.57.133:143
172.16.57.75:1434 READ_WRITE NOTEPAD.EXE PROC_CREATE JAVA.EXE FILE_EXEC JAVA.EXE READ_WRITE EXCEL.EXE PROC_CREATE OUTLOOK.EXE READ_WRITE  172.16.57.133:143
172.16.57.75:1434 READ_WRITE NOTEPAD.EXE PROC_CREATE JAVA.EXE PROC_CREATE EXCEL.EXE PROC_CREATE OUTLOOK.EXE READ_WRITE  172.16.57.133:143
172.16.57.163:1434 READ_WRITE NOTEPAD.EXE PROC_CREATE JAVA.EXE FILE_EXEC JAVA.EXE READ_WRITE EXCEL.EXE PROC_CREATE OUTLOOK.EXE READ_WRITE  172.16.57.133:143
172.16.57.163:1434 READ_WRITE NOTEPAD.EXE PROC_CREATE JAVA.EXE PROC_CREATE EXCEL.EXE PROC_CREATE OUTLOOK.EXE READ_WRITE  172.16.57.133:143
172.16.57.150:1434 READ_WRITE NOTEPAD.EXE PROC_CREATE JAVA.EXE FILE_EXEC JAVA.EXE READ_WRITE EXCEL.EXE PROC_CREATE OUTLOOK.EXE READ_WRITE  172.16.57.133:143
172.16.57.150:1434 READ_WRITE NOTEPAD.EXE PROC_CREATE JAVA.EXE PROC_CREATE EXCEL.EXE PROC_CREATE OUTLOOK.EXE READ_WRITE  172.16.57.133:143
172.16.57.211:1434 READ_WRITE NOTEPAD.EXE PROC_CREATE JAVA.EXE FILE_EXEC JAVA.EXE READ_WRITE EXCEL.EXE PROC_CREATE OUTLOOK.EXE READ_WRITE  172.16.57.133:143
172.16.57.211:1434 READ_WRITE NOTEPAD.EXE PROC_CREATE JAVA.EXE PROC_CREATE EXCEL.EXE PROC_CREATE OUTLOOK.EXE READ_WRITE  172.16.57.133:143
172.16.57.133:1434 READ_WRITE NOTEPAD.EXE PROC_CREATE JAVA.EXE FILE_EXEC JAVA.EXE READ_WRITE EXCEL.EXE PROC_CREATE OUTLOOK.EXE READ_WRITE  172.16.57.133:143
172.16.57.133:1434 READ_WRITE NOTEPAD.EXE PROC_CREATE JAVA.EXE PROC_CREATE EXCEL.EXE PROC_CREATE OUTLOOK.EXE READ_WRITE  172.16.57.133:143
172.16.57.204:1434 READ_WRITE NOTEPAD.EXE PROC_CREATE JAVA.EXE FILE_EXEC JAVA.EXE READ_WRITE EXCEL.EXE PROC_CREATE OUTLOOK.EXE READ_WRITE  172.16.57.133:143
8.250.197.254:80 READ_WRITE JAVA.EXE PROC_CREATE EXCEL.EXE READ_WRITE HTTPS0_172 16 157 129 .XLS READ_WRITE OUTLOOK.EXE READ_WRITE  172.16.57.133:143
172.16.157.129:443 READ_WRITE JAVA.EXE PROC_CREATE EXCEL.EXE READ_WRITE HTTPS0_172 16 157 129 .XLS READ_WRITE OUTLOOK.EXE READ_WRITE  172.16.57.133:143
172.16.57.62:1434 READ_WRITE NOTEPAD.EXE PROC_CREATE JAVA.EXE PROC_CREATE EXCEL.EXE READ_WRITE HTTPS0_172 16 157 129 .XLS READ_WRITE OUTLOOK.EXE READ_WRITE  172.16.57.133:143
172.16.57.62:1434 READ_WRITE NOTEPAD.EXE PROC_CREATE JAVA.EXE PROC_CREATE EXCEL.EXE PROC_CREATE OUTLOOK.EXE READ_WRITE  172.16.57.133:143
172.16.57.107:1434 READ_WRITE NOTEPAD.EXE PROC_CREATE JAVA.EXE PROC_CREATE EXCEL.EXE READ_WRITE HTTPS0_172 16 157 129 .XLS READ_WRITE OUTLOOK.EXE READ_WRITE  172.16.57.133:143
172.16.57.107:1434 READ_WRITE NOTEPAD.EXE PROC_CREATE JAVA.EXE PROC_CREATE EXCEL.EXE PROC_CREATE OUTLOOK.EXE READ_WRITE  172.16.57.133:143
172.16.57.111:1434 READ_WRITE NOTEPAD.EXE PROC_CREATE JAVA.EXE PROC_CREATE EXCEL.EXE READ_WRITE HTTPS0_172 16 157 129 .XLS READ_WRITE OUTLOOK.EXE READ_WRITE  172.16.57.133:143
172.16.57.111:1434 READ_WRITE NOTEPAD.EXE PROC_CREATE JAVA.EXE PROC_CREATE EXCEL.EXE PROC_CREATE OUTLOOK.EXE READ_WRITE  172.16.57.133:143
172.16.57.225:1434 READ_WRITE NOTEPAD.EXE PROC_CREATE JAVA.EXE READ_WRITE  172.16.157.129:443
172.16.57.225:1434 READ_WRITE NOTEPAD.EXE PROC_CREATE JAVA.EXE READ_WRITE  8.250.197.254:80
172.16.57.112:1434 READ_WRITE NOTEPAD.EXE PROC_CREATE JAVA.EXE READ_WRITE  172.16.157.129:443
172.16.57.112:1434 READ_WRITE NOTEPAD.EXE PROC_CREATE JAVA.EXE READ_WRITE  8.250.197.254:80
172.16.57.36:1434 READ_WRITE NOTEPAD.EXE PROC_CREATE JAVA.EXE READ_WRITE  172.16.157.129:443
172.16.57.36:1434 READ_WRITE NOTEPAD.EXE PROC_CREATE JAVA.EXE READ_WRITE  8.250.197.254:80
172.16.57.177:1434 READ_WRITE NOTEPAD.EXE PROC_CREATE JAVA.EXE READ_WRITE  172.16.157.129:443
172.16.57.177:1434 READ_WRITE NOTEPAD.EXE PROC_CREATE JAVA.EXE READ_WRITE  8.250.197.254:80
172.16.57.137:1434 READ_WRITE NOTEPAD.EXE PROC_CREATE JAVA.EXE READ_WRITE  172.16.157.129:443
172.16.57.137:1434 READ_WRITE NOTEPAD.EXE PROC_CREATE JAVA.EXE READ_WRITE  8.250.197.254:80
172.16.57.116:1434 READ_WRITE NOTEPAD.EXE PROC_CREATE JAVA.EXE READ_WRITE  172.16.157.129:443
172.16.57.116:1434 READ_WRITE NOTEPAD.EXE PROC_CREATE JAVA.EXE READ_WRITE  8.250.197.254:80
172.16.57.156:1434 READ_WRITE NOTEPAD.EXE PROC_CREATE JAVA.EXE READ_WRITE  172.16.157.129:443
172.16.57.156:1434 READ_WRITE NOTEPAD.EXE PROC_CREATE JAVA.EXE READ_WRITE  8.250.197.254:80
172.16.57.161:1434 READ_WRITE NOTEPAD.EXE PROC_CREATE JAVA.EXE READ_WRITE  172.16.157.129:443
172.16.57.161:1434 READ_WRITE NOTEPAD.EXE PROC_CREATE JAVA.EXE READ_WRITE  8.250.197.254:80
172.16.57.179:1434 READ_WRITE NOTEPAD.EXE PROC_CREATE JAVA.EXE READ_WRITE  172.16.157.129:443
172.16.57.179:1434 READ_WRITE NOTEPAD.EXE PROC_CREATE JAVA.EXE READ_WRITE  8.250.197.254:80
172.16.57.130:1434 READ_WRITE NOTEPAD.EXE PROC_CREATE JAVA.EXE READ_WRITE  172.16.157.129:443
172.16.57.130:1434 READ_WRITE NOTEPAD.EXE PROC_CREATE JAVA.EXE READ_WRITE  8.250.197.254:80
172.16.57.7:1434 READ_WRITE NOTEPAD.EXE PROC_CREATE JAVA.EXE READ_WRITE  172.16.157.129:443
172.16.57.7:1434 READ_WRITE NOTEPAD.EXE PROC_CREATE JAVA.EXE READ_WRITE  8.250.197.254:80
172.16.57.47:1434 READ_WRITE NOTEPAD.EXE PROC_CREATE JAVA.EXE READ_WRITE  172.16.157.129:443
172.16.57.47:1434 READ_WRITE NOTEPAD.EXE PROC_CREATE JAVA.EXE READ_WRITE  8.250.197.254:80
172.16.57.167:1434 READ_WRITE NOTEPAD.EXE PROC_CREATE JAVA.EXE READ_WRITE  172.16.157.129:443
172.16.57.167:1434 READ_WRITE NOTEPAD.EXE PROC_CREATE JAVA.EXE READ_WRITE  8.250.197.254:80
172.16.57.242:1434 READ_WRITE NOTEPAD.EXE PROC_CREATE JAVA.EXE READ_WRITE  172.16.157.129:443
172.16.57.242:1434 READ_WRITE NOTEPAD.EXE PROC_CREATE JAVA.EXE READ_WRITE  8.250.197.254:80
172.16.57.95:1434 READ_WRITE NOTEPAD.EXE PROC_CREATE JAVA.EXE READ_WRITE  172.16.157.129:443
172.16.57.95:1434 READ_WRITE NOTEPAD.EXE PROC_CREATE JAVA.EXE READ_WRITE  8.250.197.254:80
172.16.57.162:1434 READ_WRITE NOTEPAD.EXE PROC_CREATE JAVA.EXE READ_WRITE  172.16.157.129:443
172.16.57.162:1434 READ_WRITE NOTEPAD.EXE PROC_CREATE JAVA.EXE READ_WRITE  8.250.197.254:80
172.16.57.183:1434 READ_WRITE NOTEPAD.EXE PROC_CREATE JAVA.EXE READ_WRITE  172.16.157.129:443
172.16.57.183:1434 READ_WRITE NOTEPAD.EXE PROC_CREATE JAVA.EXE READ_WRITE  8.250.197.254:80
172.16.57.3:1434 READ_WRITE NOTEPAD.EXE PROC_CREATE JAVA.EXE READ_WRITE  172.16.157.129:443
172.16.57.3:1434 READ_WRITE NOTEPAD.EXE PROC_CREATE JAVA.EXE READ_WRITE  8.250.197.254:80
172.16.57.16:1434 READ_WRITE NOTEPAD.EXE PROC_CREATE JAVA.EXE READ_WRITE  172.16.157.129:443
172.16.57.16:1434 READ_WRITE NOTEPAD.EXE PROC_CREATE JAVA.EXE READ_WRITE  8.250.197.254:80
172.16.57.214:1434 READ_WRITE NOTEPAD.EXE PROC_CREATE JAVA.EXE READ_WRITE  172.16.157.129:443
172.16.57.214:1434 READ_WRITE NOTEPAD.EXE PROC_CREATE JAVA.EXE READ_WRITE  8.250.197.254:80
172.16.57.205:1434 READ_WRITE NOTEPAD.EXE PROC_CREATE JAVA.EXE READ_WRITE  172.16.157.129:443
172.16.57.205:1434 READ_WRITE NOTEPAD.EXE PROC_CREATE JAVA.EXE READ_WRITE  8.250.197.254:80
172.16.57.208:1434 READ_WRITE NOTEPAD.EXE PROC_CREATE JAVA.EXE READ_WRITE  172.16.157.129:443
172.16.57.208:1434 READ_WRITE NOTEPAD.EXE PROC_CREATE JAVA.EXE READ_WRITE  8.250.197.254:80
172.16.57.1:1434 READ_WRITE NOTEPAD.EXE PROC_CREATE JAVA.EXE READ_WRITE  172.16.157.129:443
172.16.57.1:1434 READ_WRITE NOTEPAD.EXE PROC_CREATE JAVA.EXE READ_WRITE  8.250.197.254:80
172.16.57.223:1434 READ_WRITE NOTEPAD.EXE PROC_CREATE JAVA.EXE READ_WRITE  172.16.157.129:443
172.16.57.223:1434 READ_WRITE NOTEPAD.EXE PROC_CREATE JAVA.EXE READ_WRITE  8.250.197.254:80
172.16.57.143:1434 READ_WRITE NOTEPAD.EXE PROC_CREATE JAVA.EXE READ_WRITE  172.16.157.129:443
172.16.57.143:1434 READ_WRITE NOTEPAD.EXE PROC_CREATE JAVA.EXE READ_WRITE  8.250.197.254:80
172.16.57.237:1434 READ_WRITE NOTEPAD.EXE PROC_CREATE JAVA.EXE READ_WRITE  172.16.157.129:443
172.16.57.237:1434 READ_WRITE NOTEPAD.EXE PROC_CREATE JAVA.EXE READ_WRITE  8.250.197.254:80
172.16.57.35:1434 READ_WRITE NOTEPAD.EXE PROC_CREATE JAVA.EXE READ_WRITE  172.16.157.129:443
172.16.57.35:1434 READ_WRITE NOTEPAD.EXE PROC_CREATE JAVA.EXE READ_WRITE  8.250.197.254:80
172.16.57.100:1434 READ_WRITE NOTEPAD.EXE PROC_CREATE JAVA.EXE READ_WRITE  172.16.157.129:443
172.16.57.100:1434 READ_WRITE NOTEPAD.EXE PROC_CREATE JAVA.EXE READ_WRITE  8.250.197.254:80
CMD.EXE PROC_CREATE NOTEPAD.EXE PROC_CREATE JAVA.EXE READ_WRITE  172.16.157.129:443
CMD.EXE PROC_CREATE NOTEPAD.EXE PROC_CREATE JAVA.EXE READ_WRITE  8.250.197.254:80
172.16.57.145:1434 READ_WRITE NOTEPAD.EXE PROC_CREATE JAVA.EXE READ_WRITE  172.16.157.129:443
172.16.57.145:1434 READ_WRITE NOTEPAD.EXE PROC_CREATE JAVA.EXE READ_WRITE  8.250.197.254:80
 172.16.57.225:1434 READ_WRITE NOTEPAD.EXE PROC_CREATE JAVA.EXE READ_WRITE  172.16.157.129:443
 172.16.57.225:1434 READ_WRITE NOTEPAD.EXE PROC_CREATE JAVA.EXE READ_WRITE  8.250.197.254:80
 172.16.57.112:1434 READ_WRITE NOTEPAD.EXE PROC_CREATE JAVA.EXE READ_WRITE  172.16.157.129:443
 172.16.57.112:1434 READ_WRITE NOTEPAD.EXE PROC_CREATE JAVA.EXE READ_WRITE  8.250.197.254:80
 172.16.57.36:1434 READ_WRITE NOTEPAD.EXE PROC_CREATE JAVA.EXE READ_WRITE  172.16.157.129:443
 172.16.57.36:1434 READ_WRITE NOTEPAD.EXE PROC_CREATE JAVA.EXE READ_WRITE  8.250.197.254:80
 172.16.57.177:1434 READ_WRITE NOTEPAD.EXE PROC_CREATE JAVA.EXE READ_WRITE  172.16.157.129:443
 172.16.57.177:1434 READ_WRITE NOTEPAD.EXE PROC_CREATE JAVA.EXE READ_WRITE  8.250.197.254:80
 172.16.57.137:1434 READ_WRITE NOTEPAD.EXE PROC_CREATE JAVA.EXE READ_WRITE  172.16.157.129:443
 172.16.57.137:1434 READ_WRITE NOTEPAD.EXE PROC_CREATE JAVA.EXE READ_WRITE  8.250.197.254:80
 172.16.57.116:1434 READ_WRITE NOTEPAD.EXE PROC_CREATE JAVA.EXE READ_WRITE  172.16.157.129:443
 172.16.57.116:1434 READ_WRITE NOTEPAD.EXE PROC_CREATE JAVA.EXE READ_WRITE  8.250.197.254:80
 172.16.57.156:1434 READ_WRITE NOTEPAD.EXE PROC_CREATE JAVA.EXE READ_WRITE  172.16.157.129:443
 172.16.57.156:1434 READ_WRITE NOTEPAD.EXE PROC_CREATE JAVA.EXE READ_WRITE  8.250.197.254:80
 172.16.57.161:1434 READ_WRITE NOTEPAD.EXE PROC_CREATE JAVA.EXE READ_WRITE  172.16.157.129:443
 172.16.57.161:1434 READ_WRITE NOTEPAD.EXE PROC_CREATE JAVA.EXE READ_WRITE  8.250.197.254:80
 172.16.57.179:1434 READ_WRITE NOTEPAD.EXE PROC_CREATE JAVA.EXE READ_WRITE  172.16.157.129:443
 172.16.57.179:1434 READ_WRITE NOTEPAD.EXE PROC_CREATE JAVA.EXE READ_WRITE  8.250.197.254:80
 172.16.57.130:1434 READ_WRITE NOTEPAD.EXE PROC_CREATE JAVA.EXE READ_WRITE  172.16.157.129:443
 172.16.57.130:1434 READ_WRITE NOTEPAD.EXE PROC_CREATE JAVA.EXE READ_WRITE  8.250.197.254:80
 172.16.57.7:1434 READ_WRITE NOTEPAD.EXE PROC_CREATE JAVA.EXE READ_WRITE  172.16.157.129:443
 172.16.57.7:1434 READ_WRITE NOTEPAD.EXE PROC_CREATE JAVA.EXE READ_WRITE  8.250.197.254:80
 172.16.57.47:1434 READ_WRITE NOTEPAD.EXE PROC_CREATE JAVA.EXE READ_WRITE  172.16.157.129:443
 172.16.57.47:1434 READ_WRITE NOTEPAD.EXE PROC_CREATE JAVA.EXE READ_WRITE  8.250.197.254:80
 172.16.57.167:1434 READ_WRITE NOTEPAD.EXE PROC_CREATE JAVA.EXE READ_WRITE  172.16.157.129:443
 172.16.57.167:1434 READ_WRITE NOTEPAD.EXE PROC_CREATE JAVA.EXE READ_WRITE  8.250.197.254:80
 172.16.57.242:1434 READ_WRITE NOTEPAD.EXE PROC_CREATE JAVA.EXE READ_WRITE  172.16.157.129:443
 172.16.57.242:1434 READ_WRITE NOTEPAD.EXE PROC_CREATE JAVA.EXE READ_WRITE  8.250.197.254:80
 172.16.57.95:1434 READ_WRITE NOTEPAD.EXE PROC_CREATE JAVA.EXE READ_WRITE  172.16.157.129:443
 172.16.57.95:1434 READ_WRITE NOTEPAD.EXE PROC_CREATE JAVA.EXE READ_WRITE  8.250.197.254:80
 172.16.57.162:1434 READ_WRITE NOTEPAD.EXE PROC_CREATE JAVA.EXE READ_WRITE  172.16.157.129:443
 172.16.57.162:1434 READ_WRITE NOTEPAD.EXE PROC_CREATE JAVA.EXE READ_WRITE  8.250.197.254:80
 172.16.57.183:1434 READ_WRITE NOTEPAD.EXE PROC_CREATE JAVA.EXE READ_WRITE  172.16.157.129:443
 172.16.57.183:1434 READ_WRITE NOTEPAD.EXE PROC_CREATE JAVA.EXE READ_WRITE  8.250.197.254:80
 172.16.57.3:1434 READ_WRITE NOTEPAD.EXE PROC_CREATE JAVA.EXE READ_WRITE  172.16.157.129:443
 172.16.57.3:1434 READ_WRITE NOTEPAD.EXE PROC_CREATE JAVA.EXE READ_WRITE  8.250.197.254:80
 172.16.57.16:1434 READ_WRITE NOTEPAD.EXE PROC_CREATE JAVA.EXE READ_WRITE  172.16.157.129:443
 172.16.57.16:1434 READ_WRITE NOTEPAD.EXE PROC_CREATE JAVA.EXE READ_WRITE  8.250.197.254:80
 172.16.57.214:1434 READ_WRITE NOTEPAD.EXE PROC_CREATE JAVA.EXE READ_WRITE  172.16.157.129:443
 172.16.57.214:1434 READ_WRITE NOTEPAD.EXE PROC_CREATE JAVA.EXE READ_WRITE  8.250.197.254:80
 172.16.57.205:1434 READ_WRITE NOTEPAD.EXE PROC_CREATE JAVA.EXE READ_WRITE  172.16.157.129:443
 172.16.57.205:1434 READ_WRITE NOTEPAD.EXE PROC_CREATE JAVA.EXE READ_WRITE  8.250.197.254:80
 172.16.57.208:1434 READ_WRITE NOTEPAD.EXE PROC_CREATE JAVA.EXE READ_WRITE  172.16.157.129:443
 172.16.57.208:1434 READ_WRITE NOTEPAD.EXE PROC_CREATE JAVA.EXE READ_WRITE  8.250.197.254:80
 172.16.57.1:1434 READ_WRITE NOTEPAD.EXE PROC_CREATE JAVA.EXE READ_WRITE  172.16.157.129:443
 172.16.57.1:1434 READ_WRITE NOTEPAD.EXE PROC_CREATE JAVA.EXE READ_WRITE  8.250.197.254:80
 172.16.57.223:1434 READ_WRITE NOTEPAD.EXE PROC_CREATE JAVA.EXE READ_WRITE  172.16.157.129:443
 172.16.57.223:1434 READ_WRITE NOTEPAD.EXE PROC_CREATE JAVA.EXE READ_WRITE  8.250.197.254:80
 172.16.57.143:1434 READ_WRITE NOTEPAD.EXE PROC_CREATE JAVA.EXE READ_WRITE  172.16.157.129:443
 172.16.57.143:1434 READ_WRITE NOTEPAD.EXE PROC_CREATE JAVA.EXE READ_WRITE  8.250.197.254:80
 172.16.57.237:1434 READ_WRITE NOTEPAD.EXE PROC_CREATE JAVA.EXE READ_WRITE  172.16.157.129:443
 172.16.57.237:1434 READ_WRITE NOTEPAD.EXE PROC_CREATE JAVA.EXE READ_WRITE  8.250.197.254:80
 172.16.57.35:1434 READ_WRITE NOTEPAD.EXE PROC_CREATE JAVA.EXE READ_WRITE  172.16.157.129:443
 172.16.57.35:1434 READ_WRITE NOTEPAD.EXE PROC_CREATE JAVA.EXE READ_WRITE  8.250.197.254:80
 172.16.57.100:1434 READ_WRITE NOTEPAD.EXE PROC_CREATE JAVA.EXE READ_WRITE  172.16.157.129:443
 172.16.57.100:1434 READ_WRITE NOTEPAD.EXE PROC_CREATE JAVA.EXE READ_WRITE  8.250.197.254:80
 172.16.57.145:1434 READ_WRITE NOTEPAD.EXE PROC_CREATE JAVA.EXE READ_WRITE  172.16.157.129:443
 172.16.57.145:1434 READ_WRITE NOTEPAD.EXE PROC_CREATE JAVA.EXE READ_WRITE  8.250.197.254:80
172.16.57.199:1434 READ_WRITE NOTEPAD.EXE PROC_CREATE JAVA.EXE READ_WRITE  172.16.157.129:443
172.16.57.199:1434 READ_WRITE NOTEPAD.EXE PROC_CREATE JAVA.EXE READ_WRITE  8.250.197.254:80
